agent,trial,episode,cumulativeReward,averageReward,cumulativeSteps,numSteps
Q Action Penalty,4,3,4.0,0.010752688172043012,1454.0,93.0
Q Action Penalty,4,4,5.0,0.002652519893899204,1831.0,377.0
Q Action Penalty,4,5,6.0,0.01818181818181818,1886.0,55.0
Q Action Penalty,4,6,7.0,0.023255813953488372,1929.0,43.0
Q Action Penalty,4,7,8.0,0.012048192771084338,2012.0,83.0
Q Action Penalty,4,8,9.0,0.008064516129032258,2136.0,124.0
Q Action Penalty,4,9,10.0,0.0038022813688212928,2399.0,263.0
Q Action Penalty,4,10,11.0,0.008695652173913044,2514.0,115.0
Q Action Penalty,4,11,12.0,0.011363636363636364,2602.0,88.0
Q Action Penalty,4,12,13.0,0.007407407407407408,2737.0,135.0
Q Action Penalty,4,13,14.0,0.006060606060606061,2902.0,165.0
Q Action Penalty,4,14,15.0,0.015625,2966.0,64.0
Q Action Penalty,4,15,16.0,0.01818181818181818,3021.0,55.0
Q Action Penalty,4,16,17.0,0.015151515151515152,3087.0,66.0
Q Action Penalty,4,17,18.0,0.014285714285714285,3157.0,70.0
Q Action Penalty,4,18,19.0,0.017543859649122806,3214.0,57.0
Q Action Penalty,4,19,20.0,0.014285714285714285,3284.0,70.0
Q Action Penalty,4,20,21.0,0.011904761904761904,3368.0,84.0
Q Action Penalty,4,21,22.0,0.007936507936507936,3494.0,126.0
Q Action Penalty,4,22,23.0,0.010309278350515464,3591.0,97.0
Q Action Penalty,4,23,24.0,0.008333333333333333,3711.0,120.0
Q Action Penalty,4,24,25.0,0.012658227848101266,3790.0,79.0
Q Action Penalty,4,25,26.0,0.00980392156862745,3892.0,102.0
Q Action Penalty,4,26,27.0,0.025,3932.0,40.0
Q Action Penalty,4,27,28.0,0.017543859649122806,3989.0,57.0
Q Action Penalty,4,28,29.0,0.01694915254237288,4048.0,59.0
Q Action Penalty,4,29,30.0,0.030303030303030304,4081.0,33.0
Q Action Penalty,4,30,31.0,0.016666666666666666,4141.0,60.0
Q Action Penalty,4,31,32.0,0.02702702702702703,4178.0,37.0
Q Action Penalty,4,32,33.0,0.013333333333333334,4253.0,75.0
Q Action Penalty,4,33,34.0,0.02564102564102564,4292.0,39.0
Q Action Penalty,4,34,35.0,0.011494252873563218,4379.0,87.0
Q Action Penalty,4,35,36.0,0.021739130434782608,4425.0,46.0
Q Action Penalty,4,36,37.0,0.03333333333333333,4455.0,30.0
Q Action Penalty,4,37,38.0,0.029411764705882353,4489.0,34.0
Q Action Penalty,4,38,39.0,0.03333333333333333,4519.0,30.0
Q Action Penalty,4,39,40.0,0.01098901098901099,4610.0,91.0
Q Action Penalty,4,40,41.0,0.015625,4674.0,64.0
Q Action Penalty,4,41,42.0,0.037037037037037035,4701.0,27.0
Q Action Penalty,4,42,43.0,0.02040816326530612,4750.0,49.0
Q Action Penalty,4,43,44.0,0.03571428571428571,4778.0,28.0
Q Action Penalty,4,44,45.0,0.02702702702702703,4815.0,37.0
Q Action Penalty,4,45,46.0,0.02857142857142857,4850.0,35.0
Q Action Penalty,4,46,47.0,0.017241379310344827,4908.0,58.0
Q Action Penalty,4,47,48.0,0.047619047619047616,4929.0,21.0
Q Action Penalty,4,48,49.0,0.030303030303030304,4962.0,33.0
Q Action Penalty,4,49,50.0,0.022727272727272728,5006.0,44.0
Q Action Penalty,4,50,51.0,0.02857142857142857,5041.0,35.0
Q Action Penalty,4,51,52.0,0.037037037037037035,5068.0,27.0
Q Action Penalty,4,52,53.0,0.03333333333333333,5098.0,30.0
Q Action Penalty,4,53,54.0,0.030303030303030304,5131.0,33.0
Q Action Penalty,4,54,55.0,0.045454545454545456,5153.0,22.0
Q Action Penalty,4,55,56.0,0.03125,5185.0,32.0
Q Action Penalty,4,56,57.0,0.037037037037037035,5212.0,27.0
Q Action Penalty,4,57,58.0,0.03125,5244.0,32.0
Q Action Penalty,4,58,59.0,0.037037037037037035,5271.0,27.0
Q Action Penalty,4,59,60.0,0.045454545454545456,5293.0,22.0
Q Action Penalty,4,60,61.0,0.038461538461538464,5319.0,26.0
Q Action Penalty,4,61,62.0,0.041666666666666664,5343.0,24.0
Q Action Penalty,4,62,63.0,0.05,5363.0,20.0
Q Action Penalty,4,63,64.0,0.020833333333333332,5411.0,48.0
Q Action Penalty,4,64,65.0,0.04,5436.0,25.0
Q Action Penalty,4,65,66.0,0.02127659574468085,5483.0,47.0
Q Action Penalty,4,66,67.0,0.03333333333333333,5513.0,30.0
Q Action Penalty,4,67,68.0,0.019230769230769232,5565.0,52.0
Q Action Penalty,4,68,69.0,0.02702702702702703,5602.0,37.0
Q Action Penalty,4,69,70.0,0.037037037037037035,5629.0,27.0
Q Action Penalty,4,70,71.0,0.041666666666666664,5653.0,24.0
Q Action Penalty,4,71,72.0,0.045454545454545456,5675.0,22.0
Q Action Penalty,4,72,73.0,0.05,5695.0,20.0
Q Action Penalty,4,73,74.0,0.05,5715.0,20.0
Q Action Penalty,4,74,75.0,0.025,5755.0,40.0
Q Action Penalty,4,75,76.0,0.043478260869565216,5778.0,23.0
Q Action Penalty,4,76,77.0,0.030303030303030304,5811.0,33.0
Q Action Penalty,4,77,78.0,0.047619047619047616,5832.0,21.0
Q Action Penalty,4,78,79.0,0.038461538461538464,5858.0,26.0
Q Action Penalty,4,79,80.0,0.045454545454545456,5880.0,22.0
Q Action Penalty,4,80,81.0,0.045454545454545456,5902.0,22.0
Q Action Penalty,4,81,82.0,0.03125,5934.0,32.0
Q Action Penalty,4,82,83.0,0.05,5954.0,20.0
Q Action Penalty,4,83,84.0,0.041666666666666664,5978.0,24.0
Q Action Penalty,4,84,85.0,0.041666666666666664,6002.0,24.0
Q Action Penalty,4,85,86.0,0.047619047619047616,6023.0,21.0
Q Action Penalty,4,86,87.0,0.041666666666666664,6047.0,24.0
Q Action Penalty,4,87,88.0,0.04,6072.0,25.0
Q Action Penalty,4,88,89.0,0.04,6097.0,25.0
Q Action Penalty,4,89,90.0,0.041666666666666664,6121.0,24.0
Q Action Penalty,4,90,91.0,0.045454545454545456,6143.0,22.0
Q Action Penalty,4,91,92.0,0.043478260869565216,6166.0,23.0
Q Action Penalty,4,92,93.0,0.05,6186.0,20.0
Q Action Penalty,4,93,94.0,0.05,6206.0,20.0
Q Action Penalty,4,94,95.0,0.03333333333333333,6236.0,30.0
Q Action Penalty,4,95,96.0,0.045454545454545456,6258.0,22.0
Q Action Penalty,4,96,97.0,0.05,6278.0,20.0
Q Action Penalty,4,97,98.0,0.05,6298.0,20.0
Q Action Penalty,4,98,99.0,0.05,6318.0,20.0
Q Action Penalty,4,99,100.0,0.045454545454545456,6340.0,22.0
Q Action Penalty,5,0,1.0,0.0016863406408094434,593.0,593.0
Q Action Penalty,5,1,2.0,0.0015455950540958269,1240.0,647.0
Q Action Penalty,5,2,3.0,0.004608294930875576,1457.0,217.0
Q Action Penalty,5,3,4.0,0.012048192771084338,1540.0,83.0
Q Action Penalty,5,4,5.0,0.00625,1700.0,160.0
Q Action Penalty,5,5,6.0,0.0045045045045045045,1922.0,222.0
Q Action Penalty,5,6,7.0,0.015384615384615385,1987.0,65.0
Q Action Penalty,5,7,8.0,0.010416666666666666,2083.0,96.0
Q Action Penalty,5,8,9.0,0.005050505050505051,2281.0,198.0
Q Action Penalty,5,9,10.0,0.010526315789473684,2376.0,95.0
Q Action Penalty,5,10,11.0,0.007352941176470588,2512.0,136.0
Q Action Penalty,5,11,12.0,0.009615384615384616,2616.0,104.0
Q Action Penalty,5,12,13.0,0.009615384615384616,2720.0,104.0
Q Action Penalty,5,13,14.0,0.011764705882352941,2805.0,85.0
Q Action Penalty,5,14,15.0,0.01,2905.0,100.0
Q Action Penalty,5,15,16.0,0.00546448087431694,3088.0,183.0
Q Action Penalty,5,16,17.0,0.01639344262295082,3149.0,61.0
Q Action Penalty,5,17,18.0,0.017241379310344827,3207.0,58.0
Q Action Penalty,5,18,19.0,0.016666666666666666,3267.0,60.0
Q Action Penalty,5,19,20.0,0.0125,3347.0,80.0
Q Action Penalty,5,20,21.0,0.007407407407407408,3482.0,135.0
Q Action Penalty,5,21,22.0,0.010309278350515464,3579.0,97.0
Q Action Penalty,5,22,23.0,0.024390243902439025,3620.0,41.0
Q Action Penalty,5,23,24.0,0.023809523809523808,3662.0,42.0
Q Action Penalty,5,24,25.0,0.023809523809523808,3704.0,42.0
Q Action Penalty,5,25,26.0,0.00558659217877095,3883.0,179.0
Q Action Penalty,5,26,27.0,0.014285714285714285,3953.0,70.0
Q Action Penalty,5,27,28.0,0.007575757575757576,4085.0,132.0
Q Action Penalty,5,28,29.0,0.041666666666666664,4109.0,24.0
Q Action Penalty,5,29,30.0,0.012987012987012988,4186.0,77.0
Q Action Penalty,5,30,31.0,0.011494252873563218,4273.0,87.0
Q Action Penalty,5,31,32.0,0.012345679012345678,4354.0,81.0
Q Action Penalty,5,32,33.0,0.015873015873015872,4417.0,63.0
Q Action Penalty,5,33,34.0,0.029411764705882353,4451.0,34.0
Q Action Penalty,5,34,35.0,0.029411764705882353,4485.0,34.0
Q Action Penalty,5,35,36.0,0.019230769230769232,4537.0,52.0
Q Action Penalty,5,36,37.0,0.03125,4569.0,32.0
Q Action Penalty,5,37,38.0,0.03333333333333333,4599.0,30.0
Q Action Penalty,5,38,39.0,0.03333333333333333,4629.0,30.0
Q Action Penalty,5,39,40.0,0.017543859649122806,4686.0,57.0
Q Action Penalty,5,40,41.0,0.016129032258064516,4748.0,62.0
Q Action Penalty,5,41,42.0,0.023255813953488372,4791.0,43.0
Q Action Penalty,5,42,43.0,0.038461538461538464,4817.0,26.0
Q Action Penalty,5,43,44.0,0.037037037037037035,4844.0,27.0
Q Action Penalty,5,44,45.0,0.023809523809523808,4886.0,42.0
Q Action Penalty,5,45,46.0,0.02564102564102564,4925.0,39.0
Q Action Penalty,5,46,47.0,0.03571428571428571,4953.0,28.0
Q Action Penalty,5,47,48.0,0.024390243902439025,4994.0,41.0
Q Action Penalty,5,48,49.0,0.02702702702702703,5031.0,37.0
Q Action Penalty,5,49,50.0,0.05,5051.0,20.0
Q Action Penalty,5,50,51.0,0.045454545454545456,5073.0,22.0
Q Action Penalty,5,51,52.0,0.038461538461538464,5099.0,26.0
Q Action Penalty,5,52,53.0,0.029411764705882353,5133.0,34.0
Q Action Penalty,5,53,54.0,0.03125,5165.0,32.0
Q Action Penalty,5,54,55.0,0.023809523809523808,5207.0,42.0
Q Action Penalty,5,55,56.0,0.05,5227.0,20.0
Q Action Penalty,5,56,57.0,0.030303030303030304,5260.0,33.0
Q Action Penalty,5,57,58.0,0.045454545454545456,5282.0,22.0
Q Action Penalty,5,58,59.0,0.037037037037037035,5309.0,27.0
Q Action Penalty,5,59,60.0,0.04,5334.0,25.0
Q Action Penalty,5,60,61.0,0.03571428571428571,5362.0,28.0
Q Action Penalty,5,61,62.0,0.04,5387.0,25.0
Q Action Penalty,5,62,63.0,0.05,5407.0,20.0
Q Action Penalty,5,63,64.0,0.03571428571428571,5435.0,28.0
Q Action Penalty,5,64,65.0,0.041666666666666664,5459.0,24.0
Q Action Penalty,5,65,66.0,0.03225806451612903,5490.0,31.0
Q Action Penalty,5,66,67.0,0.01818181818181818,5545.0,55.0
Q Action Penalty,5,67,68.0,0.03571428571428571,5573.0,28.0
Q Action Penalty,5,68,69.0,0.045454545454545456,5595.0,22.0
Q Action Penalty,5,69,70.0,0.05,5615.0,20.0
Q Action Penalty,5,70,71.0,0.027777777777777776,5651.0,36.0
Q Action Penalty,5,71,72.0,0.04,5676.0,25.0
Q Action Penalty,5,72,73.0,0.05,5696.0,20.0
Q Action Penalty,5,73,74.0,0.05,5716.0,20.0
Q Action Penalty,5,74,75.0,0.04,5741.0,25.0
Q Action Penalty,5,75,76.0,0.05,5761.0,20.0
Q Action Penalty,5,76,77.0,0.045454545454545456,5783.0,22.0
Q Action Penalty,5,77,78.0,0.05,5803.0,20.0
Q Action Penalty,5,78,79.0,0.045454545454545456,5825.0,22.0
Q Action Penalty,5,79,80.0,0.045454545454545456,5847.0,22.0
Q Action Penalty,5,80,81.0,0.024390243902439025,5888.0,41.0
Q Action Penalty,5,81,82.0,0.05,5908.0,20.0
Q Action Penalty,5,82,83.0,0.041666666666666664,5932.0,24.0
Q Action Penalty,5,83,84.0,0.047619047619047616,5953.0,21.0
Q Action Penalty,5,84,85.0,0.045454545454545456,5975.0,22.0
Q Action Penalty,5,85,86.0,0.037037037037037035,6002.0,27.0
Q Action Penalty,5,86,87.0,0.045454545454545456,6024.0,22.0
Q Action Penalty,5,87,88.0,0.05,6044.0,20.0
Q Action Penalty,5,88,89.0,0.025,6084.0,40.0
Q Action Penalty,5,89,90.0,0.03125,6116.0,32.0
Q Action Penalty,5,90,91.0,0.041666666666666664,6140.0,24.0
Q Action Penalty,5,91,92.0,0.037037037037037035,6167.0,27.0
Q Action Penalty,5,92,93.0,0.05,6187.0,20.0
Q Action Penalty,5,93,94.0,0.05,6207.0,20.0
Q Action Penalty,5,94,95.0,0.045454545454545456,6229.0,22.0
Q Action Penalty,5,95,96.0,0.045454545454545456,6251.0,22.0
Q Action Penalty,5,96,97.0,0.038461538461538464,6277.0,26.0
Q Action Penalty,5,97,98.0,0.041666666666666664,6301.0,24.0
Q Action Penalty,5,98,99.0,0.05,6321.0,20.0
Q Action Penalty,5,99,100.0,0.05,6341.0,20.0
Q Action Penalty,6,0,1.0,0.003134796238244514,319.0,319.0
Q Action Penalty,6,1,2.0,0.004629629629629629,535.0,216.0
Q Action Penalty,6,2,3.0,0.0030303030303030303,865.0,330.0
Q Action Penalty,6,3,4.0,0.004424778761061947,1091.0,226.0
Q Action Penalty,6,4,5.0,0.005,1291.0,200.0
Q Action Penalty,6,5,6.0,0.011627906976744186,1377.0,86.0
Q Action Penalty,6,6,7.0,0.003401360544217687,1671.0,294.0
Q Action Penalty,6,7,8.0,0.004166666666666667,1911.0,240.0
Q Action Penalty,6,8,9.0,0.005813953488372093,2083.0,172.0
Q Action Penalty,6,9,10.0,0.006993006993006993,2226.0,143.0
Q Action Penalty,6,10,11.0,0.0033444816053511705,2525.0,299.0
Q Action Penalty,6,11,12.0,0.004672897196261682,2739.0,214.0
Q Action Penalty,6,12,13.0,0.013513513513513514,2813.0,74.0
Q Action Penalty,6,13,14.0,0.011494252873563218,2900.0,87.0
Q Action Penalty,6,14,15.0,0.011494252873563218,2987.0,87.0
Q Action Penalty,6,15,16.0,0.005847953216374269,3158.0,171.0
Q Action Penalty,6,16,17.0,0.018867924528301886,3211.0,53.0
Q Action Penalty,6,17,18.0,0.017857142857142856,3267.0,56.0
Q Action Penalty,6,18,19.0,0.006896551724137931,3412.0,145.0
Q Action Penalty,6,19,20.0,0.009523809523809525,3517.0,105.0
Q Action Penalty,6,20,21.0,0.030303030303030304,3550.0,33.0
Q Action Penalty,6,21,22.0,0.023809523809523808,3592.0,42.0
Q Action Penalty,6,22,23.0,0.010638297872340425,3686.0,94.0
Q Action Penalty,6,23,24.0,0.012048192771084338,3769.0,83.0
Q Action Penalty,6,24,25.0,0.022222222222222223,3814.0,45.0
Q Action Penalty,6,25,26.0,0.024390243902439025,3855.0,41.0
Q Action Penalty,6,26,27.0,0.02631578947368421,3893.0,38.0
Q Action Penalty,6,27,28.0,0.021739130434782608,3939.0,46.0
Q Action Penalty,6,28,29.0,0.023809523809523808,3981.0,42.0
Q Action Penalty,6,29,30.0,0.03225806451612903,4012.0,31.0
Q Action Penalty,6,30,31.0,0.025,4052.0,40.0
Q Action Penalty,6,31,32.0,0.02702702702702703,4089.0,37.0
Q Action Penalty,6,32,33.0,0.021739130434782608,4135.0,46.0
Q Action Penalty,6,33,34.0,0.014084507042253521,4206.0,71.0
Q Action Penalty,6,34,35.0,0.015151515151515152,4272.0,66.0
Q Action Penalty,6,35,36.0,0.011904761904761904,4356.0,84.0
Q Action Penalty,6,36,37.0,0.04,4381.0,25.0
Q Action Penalty,6,37,38.0,0.015384615384615385,4446.0,65.0
Q Action Penalty,6,38,39.0,0.012195121951219513,4528.0,82.0
Q Action Penalty,6,39,40.0,0.029411764705882353,4562.0,34.0
Q Action Penalty,6,40,41.0,0.02631578947368421,4600.0,38.0
Q Action Penalty,6,41,42.0,0.023255813953488372,4643.0,43.0
Q Action Penalty,6,42,43.0,0.047619047619047616,4664.0,21.0
Q Action Penalty,6,43,44.0,0.02702702702702703,4701.0,37.0
Q Action Penalty,6,44,45.0,0.025,4741.0,40.0
Q Action Penalty,6,45,46.0,0.018518518518518517,4795.0,54.0
Q Action Penalty,6,46,47.0,0.0196078431372549,4846.0,51.0
Q Action Penalty,6,47,48.0,0.02857142857142857,4881.0,35.0
Q Action Penalty,6,48,49.0,0.037037037037037035,4908.0,27.0
Q Action Penalty,6,49,50.0,0.043478260869565216,4931.0,23.0
Q Action Penalty,6,50,51.0,0.030303030303030304,4964.0,33.0
Q Action Penalty,6,51,52.0,0.02127659574468085,5011.0,47.0
Q Action Penalty,6,52,53.0,0.03225806451612903,5042.0,31.0
Q Action Penalty,6,53,54.0,0.045454545454545456,5064.0,22.0
Q Action Penalty,6,54,55.0,0.041666666666666664,5088.0,24.0
Q Action Penalty,6,55,56.0,0.045454545454545456,5110.0,22.0
Q Action Penalty,6,56,57.0,0.043478260869565216,5133.0,23.0
Q Action Penalty,6,57,58.0,0.030303030303030304,5166.0,33.0
Q Action Penalty,6,58,59.0,0.029411764705882353,5200.0,34.0
Q Action Penalty,6,59,60.0,0.034482758620689655,5229.0,29.0
Q Action Penalty,6,60,61.0,0.03225806451612903,5260.0,31.0
Q Action Penalty,6,61,62.0,0.03125,5292.0,32.0
Q Action Penalty,6,62,63.0,0.017543859649122806,5349.0,57.0
Q Action Penalty,6,63,64.0,0.030303030303030304,5382.0,33.0
Q Action Penalty,6,64,65.0,0.03125,5414.0,32.0
Q Action Penalty,6,65,66.0,0.037037037037037035,5441.0,27.0
Q Action Penalty,6,66,67.0,0.04,5466.0,25.0
Q Action Penalty,6,67,68.0,0.043478260869565216,5489.0,23.0
Q Action Penalty,6,68,69.0,0.02702702702702703,5526.0,37.0
Q Action Penalty,6,69,70.0,0.045454545454545456,5548.0,22.0
Q Action Penalty,6,70,71.0,0.020833333333333332,5596.0,48.0
Q Action Penalty,6,71,72.0,0.041666666666666664,5620.0,24.0
Q Action Penalty,6,72,73.0,0.037037037037037035,5647.0,27.0
Q Action Penalty,6,73,74.0,0.037037037037037035,5674.0,27.0
Q Action Penalty,6,74,75.0,0.05,5694.0,20.0
Q Action Penalty,6,75,76.0,0.04,5719.0,25.0
Q Action Penalty,6,76,77.0,0.043478260869565216,5742.0,23.0
Q Action Penalty,6,77,78.0,0.05,5762.0,20.0
Q Action Penalty,6,78,79.0,0.038461538461538464,5788.0,26.0
Q Action Penalty,6,79,80.0,0.045454545454545456,5810.0,22.0
Q Action Penalty,6,80,81.0,0.041666666666666664,5834.0,24.0
Q Action Penalty,6,81,82.0,0.038461538461538464,5860.0,26.0
Q Action Penalty,6,82,83.0,0.041666666666666664,5884.0,24.0
Q Action Penalty,6,83,84.0,0.04,5909.0,25.0
Q Action Penalty,6,84,85.0,0.045454545454545456,5931.0,22.0
Q Action Penalty,6,85,86.0,0.05,5951.0,20.0
Q Action Penalty,6,86,87.0,0.04,5976.0,25.0
Q Action Penalty,6,87,88.0,0.05,5996.0,20.0
Q Action Penalty,6,88,89.0,0.02631578947368421,6034.0,38.0
Q Action Penalty,6,89,90.0,0.043478260869565216,6057.0,23.0
Q Action Penalty,6,90,91.0,0.038461538461538464,6083.0,26.0
Q Action Penalty,6,91,92.0,0.05,6103.0,20.0
Q Action Penalty,6,92,93.0,0.043478260869565216,6126.0,23.0
Q Action Penalty,6,93,94.0,0.020833333333333332,6174.0,48.0
Q Action Penalty,6,94,95.0,0.05,6194.0,20.0
Q Action Penalty,6,95,96.0,0.05,6214.0,20.0
Q Action Penalty,6,96,97.0,0.041666666666666664,6238.0,24.0
Q Action Penalty,6,97,98.0,0.043478260869565216,6261.0,23.0
Q Action Penalty,6,98,99.0,0.045454545454545456,6283.0,22.0
Q Action Penalty,6,99,100.0,0.047619047619047616,6304.0,21.0
Q Action Penalty,7,0,1.0,0.00303951367781155,329.0,329.0
Q Action Penalty,7,1,2.0,7.423904974016332E-4,1676.0,1347.0
Q Action Penalty,7,2,3.0,0.004524886877828055,1897.0,221.0
Q Action Penalty,7,3,4.0,0.008403361344537815,2016.0,119.0
Q Action Penalty,7,4,5.0,0.006711409395973154,2165.0,149.0
Q Action Penalty,7,5,6.0,0.003289473684210526,2469.0,304.0
Q Action Penalty,7,6,7.0,0.015151515151515152,2535.0,66.0
Q Action Penalty,7,7,8.0,0.006944444444444444,2679.0,144.0
Q Action Penalty,7,8,9.0,0.024390243902439025,2720.0,41.0
Q Action Penalty,7,9,10.0,0.02,2770.0,50.0
Q Action Penalty,7,10,11.0,0.014925373134328358,2837.0,67.0
Q Action Penalty,7,11,12.0,0.014925373134328358,2904.0,67.0
Q Action Penalty,7,12,13.0,0.011494252873563218,2991.0,87.0
Q Action Penalty,7,13,14.0,0.013333333333333334,3066.0,75.0
Q Action Penalty,7,14,15.0,0.011627906976744186,3152.0,86.0
Q Action Penalty,7,15,16.0,0.02040816326530612,3201.0,49.0
Q Action Penalty,7,16,17.0,0.01694915254237288,3260.0,59.0
Q Action Penalty,7,17,18.0,0.022727272727272728,3304.0,44.0
Q Action Penalty,7,18,19.0,0.017543859649122806,3361.0,57.0
Q Action Penalty,7,19,20.0,0.02,3411.0,50.0
Q Action Penalty,7,20,21.0,0.027777777777777776,3447.0,36.0
Q Action Penalty,7,21,22.0,0.010869565217391304,3539.0,92.0
Q Action Penalty,7,22,23.0,0.013157894736842105,3615.0,76.0
Q Action Penalty,7,23,24.0,0.010101010101010102,3714.0,99.0
Q Action Penalty,7,24,25.0,0.012195121951219513,3796.0,82.0
Q Action Penalty,7,25,26.0,0.037037037037037035,3823.0,27.0
Q Action Penalty,7,26,27.0,0.02,3873.0,50.0
Q Action Penalty,7,27,28.0,0.017241379310344827,3931.0,58.0
Q Action Penalty,7,28,29.0,0.030303030303030304,3964.0,33.0
Q Action Penalty,7,29,30.0,0.011764705882352941,4049.0,85.0
Q Action Penalty,7,30,31.0,0.016666666666666666,4109.0,60.0
Q Action Penalty,7,31,32.0,0.015873015873015872,4172.0,63.0
Q Action Penalty,7,32,33.0,0.015625,4236.0,64.0
Q Action Penalty,7,33,34.0,0.020833333333333332,4284.0,48.0
Q Action Penalty,7,34,35.0,0.0196078431372549,4335.0,51.0
Q Action Penalty,7,35,36.0,0.03333333333333333,4365.0,30.0
Q Action Penalty,7,36,37.0,0.024390243902439025,4406.0,41.0
Q Action Penalty,7,37,38.0,0.022727272727272728,4450.0,44.0
Q Action Penalty,7,38,39.0,0.013888888888888888,4522.0,72.0
Q Action Penalty,7,39,40.0,0.021739130434782608,4568.0,46.0
Q Action Penalty,7,40,41.0,0.041666666666666664,4592.0,24.0
Q Action Penalty,7,41,42.0,0.017543859649122806,4649.0,57.0
Q Action Penalty,7,42,43.0,0.030303030303030304,4682.0,33.0
Q Action Penalty,7,43,44.0,0.02702702702702703,4719.0,37.0
Q Action Penalty,7,44,45.0,0.023809523809523808,4761.0,42.0
Q Action Penalty,7,45,46.0,0.023809523809523808,4803.0,42.0
Q Action Penalty,7,46,47.0,0.02040816326530612,4852.0,49.0
Q Action Penalty,7,47,48.0,0.0136986301369863,4925.0,73.0
Q Action Penalty,7,48,49.0,0.02857142857142857,4960.0,35.0
Q Action Penalty,7,49,50.0,0.03333333333333333,4990.0,30.0
Q Action Penalty,7,50,51.0,0.034482758620689655,5019.0,29.0
Q Action Penalty,7,51,52.0,0.02631578947368421,5057.0,38.0
Q Action Penalty,7,52,53.0,0.022727272727272728,5101.0,44.0
Q Action Penalty,7,53,54.0,0.02040816326530612,5150.0,49.0
Q Action Penalty,7,54,55.0,0.018518518518518517,5204.0,54.0
Q Action Penalty,7,55,56.0,0.029411764705882353,5238.0,34.0
Q Action Penalty,7,56,57.0,0.029411764705882353,5272.0,34.0
Q Action Penalty,7,57,58.0,0.037037037037037035,5299.0,27.0
Q Action Penalty,7,58,59.0,0.02702702702702703,5336.0,37.0
Q Action Penalty,7,59,60.0,0.03333333333333333,5366.0,30.0
Q Action Penalty,7,60,61.0,0.047619047619047616,5387.0,21.0
Q Action Penalty,7,61,62.0,0.043478260869565216,5410.0,23.0
Q Action Penalty,7,62,63.0,0.023255813953488372,5453.0,43.0
Q Action Penalty,7,63,64.0,0.030303030303030304,5486.0,33.0
Q Action Penalty,7,64,65.0,0.02040816326530612,5535.0,49.0
Q Action Penalty,7,65,66.0,0.041666666666666664,5559.0,24.0
Q Action Penalty,7,66,67.0,0.047619047619047616,5580.0,21.0
Q Action Penalty,7,67,68.0,0.018867924528301886,5633.0,53.0
Q Action Penalty,7,68,69.0,0.041666666666666664,5657.0,24.0
Q Action Penalty,7,69,70.0,0.043478260869565216,5680.0,23.0
Q Action Penalty,7,70,71.0,0.04,5705.0,25.0
Q Action Penalty,7,71,72.0,0.05,5725.0,20.0
Q Action Penalty,7,72,73.0,0.045454545454545456,5747.0,22.0
Q Action Penalty,7,73,74.0,0.02702702702702703,5784.0,37.0
Q Action Penalty,7,74,75.0,0.05,5804.0,20.0
Q Action Penalty,7,75,76.0,0.047619047619047616,5825.0,21.0
Q Action Penalty,7,76,77.0,0.043478260869565216,5848.0,23.0
Q Action Penalty,7,77,78.0,0.043478260869565216,5871.0,23.0
Q Action Penalty,7,78,79.0,0.041666666666666664,5895.0,24.0
Q Action Penalty,7,79,80.0,0.05,5915.0,20.0
Q Action Penalty,7,80,81.0,0.045454545454545456,5937.0,22.0
Q Action Penalty,7,81,82.0,0.038461538461538464,5963.0,26.0
Q Action Penalty,7,82,83.0,0.047619047619047616,5984.0,21.0
Q Action Penalty,7,83,84.0,0.03571428571428571,6012.0,28.0
Q Action Penalty,7,84,85.0,0.04,6037.0,25.0
Q Action Penalty,7,85,86.0,0.045454545454545456,6059.0,22.0
Q Action Penalty,7,86,87.0,0.04,6084.0,25.0
Q Action Penalty,7,87,88.0,0.05,6104.0,20.0
Q Action Penalty,7,88,89.0,0.05,6124.0,20.0
Q Action Penalty,7,89,90.0,0.045454545454545456,6146.0,22.0
Q Action Penalty,7,90,91.0,0.041666666666666664,6170.0,24.0
Q Action Penalty,7,91,92.0,0.041666666666666664,6194.0,24.0
Q Action Penalty,7,92,93.0,0.043478260869565216,6217.0,23.0
Q Action Penalty,7,93,94.0,0.045454545454545456,6239.0,22.0
Q Action Penalty,7,94,95.0,0.043478260869565216,6262.0,23.0
Q Action Penalty,7,95,96.0,0.03225806451612903,6293.0,31.0
Q Action Penalty,7,96,97.0,0.029411764705882353,6327.0,34.0
Q Action Penalty,7,97,98.0,0.045454545454545456,6349.0,22.0
Q Action Penalty,7,98,99.0,0.041666666666666664,6373.0,24.0
Q Action Penalty,7,99,100.0,0.022727272727272728,6417.0,44.0
Q Action Penalty,8,0,1.0,0.001394700139470014,717.0,717.0
Q Action Penalty,8,1,2.0,0.003703703703703704,987.0,270.0
Q Action Penalty,8,2,3.0,0.0037593984962406013,1253.0,266.0
Q Action Penalty,8,3,4.0,0.01818181818181818,1308.0,55.0
Q Action Penalty,8,4,5.0,0.0024449877750611247,1717.0,409.0
Q Action Penalty,8,5,6.0,0.008064516129032258,1841.0,124.0
Q Action Penalty,8,6,7.0,0.0196078431372549,1892.0,51.0
Q Action Penalty,8,7,8.0,0.011363636363636364,1980.0,88.0
Q Action Penalty,8,8,9.0,0.005555555555555556,2160.0,180.0
Q Action Penalty,8,9,10.0,0.011764705882352941,2245.0,85.0
Q Action Penalty,8,10,11.0,0.011764705882352941,2330.0,85.0
