agent,trial,episode,cumulativeReward,averageReward,cumulativeSteps,numSteps
Q Action Penalty,8,11,12.0,0.004098360655737705,2574.0,244.0
Q Action Penalty,8,12,13.0,0.006756756756756757,2722.0,148.0
Q Action Penalty,8,13,14.0,0.008264462809917356,2843.0,121.0
Q Action Penalty,8,14,15.0,0.011111111111111112,2933.0,90.0
Q Action Penalty,8,15,16.0,0.00546448087431694,3116.0,183.0
Q Action Penalty,8,16,17.0,0.00819672131147541,3238.0,122.0
Q Action Penalty,8,17,18.0,0.013513513513513514,3312.0,74.0
Q Action Penalty,8,18,19.0,0.008403361344537815,3431.0,119.0
Q Action Penalty,8,19,20.0,0.0125,3511.0,80.0
Q Action Penalty,8,20,21.0,0.005434782608695652,3695.0,184.0
Q Action Penalty,8,21,22.0,0.043478260869565216,3718.0,23.0
Q Action Penalty,8,22,23.0,0.01020408163265306,3816.0,98.0
Q Action Penalty,8,23,24.0,0.02040816326530612,3865.0,49.0
Q Action Penalty,8,24,25.0,0.02857142857142857,3900.0,35.0
Q Action Penalty,8,25,26.0,0.02040816326530612,3949.0,49.0
Q Action Penalty,8,26,27.0,0.017241379310344827,4007.0,58.0
Q Action Penalty,8,27,28.0,0.027777777777777776,4043.0,36.0
Q Action Penalty,8,28,29.0,0.014285714285714285,4113.0,70.0
Q Action Penalty,8,29,30.0,0.016666666666666666,4173.0,60.0
Q Action Penalty,8,30,31.0,0.0136986301369863,4246.0,73.0
Q Action Penalty,8,31,32.0,0.021739130434782608,4292.0,46.0
Q Action Penalty,8,32,33.0,0.024390243902439025,4333.0,41.0
Q Action Penalty,8,33,34.0,0.01694915254237288,4392.0,59.0
Q Action Penalty,8,34,35.0,0.03333333333333333,4422.0,30.0
Q Action Penalty,8,35,36.0,0.016129032258064516,4484.0,62.0
Q Action Penalty,8,36,37.0,0.021739130434782608,4530.0,46.0
Q Action Penalty,8,37,38.0,0.018867924528301886,4583.0,53.0
Q Action Penalty,8,38,39.0,0.025,4623.0,40.0
Q Action Penalty,8,39,40.0,0.03125,4655.0,32.0
Q Action Penalty,8,40,41.0,0.034482758620689655,4684.0,29.0
Q Action Penalty,8,41,42.0,0.037037037037037035,4711.0,27.0
Q Action Penalty,8,42,43.0,0.01818181818181818,4766.0,55.0
Q Action Penalty,8,43,44.0,0.011627906976744186,4852.0,86.0
Q Action Penalty,8,44,45.0,0.02040816326530612,4901.0,49.0
Q Action Penalty,8,45,46.0,0.02631578947368421,4939.0,38.0
Q Action Penalty,8,46,47.0,0.03125,4971.0,32.0
Q Action Penalty,8,47,48.0,0.038461538461538464,4997.0,26.0
Q Action Penalty,8,48,49.0,0.027777777777777776,5033.0,36.0
Q Action Penalty,8,49,50.0,0.02040816326530612,5082.0,49.0
Q Action Penalty,8,50,51.0,0.041666666666666664,5106.0,24.0
Q Action Penalty,8,51,52.0,0.027777777777777776,5142.0,36.0
Q Action Penalty,8,52,53.0,0.043478260869565216,5165.0,23.0
Q Action Penalty,8,53,54.0,0.041666666666666664,5189.0,24.0
Q Action Penalty,8,54,55.0,0.030303030303030304,5222.0,33.0
Q Action Penalty,8,55,56.0,0.034482758620689655,5251.0,29.0
Q Action Penalty,8,56,57.0,0.045454545454545456,5273.0,22.0
Q Action Penalty,8,57,58.0,0.038461538461538464,5299.0,26.0
Q Action Penalty,8,58,59.0,0.043478260869565216,5322.0,23.0
Q Action Penalty,8,59,60.0,0.037037037037037035,5349.0,27.0
Q Action Penalty,8,60,61.0,0.037037037037037035,5376.0,27.0
Q Action Penalty,8,61,62.0,0.041666666666666664,5400.0,24.0
Q Action Penalty,8,62,63.0,0.027777777777777776,5436.0,36.0
Q Action Penalty,8,63,64.0,0.043478260869565216,5459.0,23.0
Q Action Penalty,8,64,65.0,0.043478260869565216,5482.0,23.0
Q Action Penalty,8,65,66.0,0.041666666666666664,5506.0,24.0
Q Action Penalty,8,66,67.0,0.04,5531.0,25.0
Q Action Penalty,8,67,68.0,0.05,5551.0,20.0
Q Action Penalty,8,68,69.0,0.047619047619047616,5572.0,21.0
Q Action Penalty,8,69,70.0,0.04,5597.0,25.0
Q Action Penalty,8,70,71.0,0.047619047619047616,5618.0,21.0
Q Action Penalty,8,71,72.0,0.05,5638.0,20.0
Q Action Penalty,8,72,73.0,0.047619047619047616,5659.0,21.0
Q Action Penalty,8,73,74.0,0.045454545454545456,5681.0,22.0
Q Action Penalty,8,74,75.0,0.034482758620689655,5710.0,29.0
Q Action Penalty,8,75,76.0,0.045454545454545456,5732.0,22.0
Q Action Penalty,8,76,77.0,0.045454545454545456,5754.0,22.0
Q Action Penalty,8,77,78.0,0.05,5774.0,20.0
Q Action Penalty,8,78,79.0,0.043478260869565216,5797.0,23.0
Q Action Penalty,8,79,80.0,0.02564102564102564,5836.0,39.0
Q Action Penalty,8,80,81.0,0.04,5861.0,25.0
Q Action Penalty,8,81,82.0,0.04,5886.0,25.0
Q Action Penalty,8,82,83.0,0.038461538461538464,5912.0,26.0
Q Action Penalty,8,83,84.0,0.05,5932.0,20.0
Q Action Penalty,8,84,85.0,0.05,5952.0,20.0
Q Action Penalty,8,85,86.0,0.045454545454545456,5974.0,22.0
Q Action Penalty,8,86,87.0,0.05,5994.0,20.0
Q Action Penalty,8,87,88.0,0.041666666666666664,6018.0,24.0
Q Action Penalty,8,88,89.0,0.045454545454545456,6040.0,22.0
Q Action Penalty,8,89,90.0,0.037037037037037035,6067.0,27.0
Q Action Penalty,8,90,91.0,0.03225806451612903,6098.0,31.0
Q Action Penalty,8,91,92.0,0.034482758620689655,6127.0,29.0
Q Action Penalty,8,92,93.0,0.043478260869565216,6150.0,23.0
Q Action Penalty,8,93,94.0,0.045454545454545456,6172.0,22.0
Q Action Penalty,8,94,95.0,0.043478260869565216,6195.0,23.0
Q Action Penalty,8,95,96.0,0.045454545454545456,6217.0,22.0
Q Action Penalty,8,96,97.0,0.05,6237.0,20.0
Q Action Penalty,8,97,98.0,0.045454545454545456,6259.0,22.0
Q Action Penalty,8,98,99.0,0.047619047619047616,6280.0,21.0
Q Action Penalty,8,99,100.0,0.047619047619047616,6301.0,21.0
Q Action Penalty,9,0,1.0,0.0015479876160990713,646.0,646.0
Q Action Penalty,9,1,2.0,0.002544529262086514,1039.0,393.0
Q Action Penalty,9,2,3.0,0.00390625,1295.0,256.0
Q Action Penalty,9,3,4.0,0.0038461538461538464,1555.0,260.0
Q Action Penalty,9,4,5.0,0.010526315789473684,1650.0,95.0
Q Action Penalty,9,5,6.0,0.014925373134328358,1717.0,67.0
Q Action Penalty,9,6,7.0,0.0070921985815602835,1858.0,141.0
Q Action Penalty,9,7,8.0,0.0048543689320388345,2064.0,206.0
Q Action Penalty,9,8,9.0,0.014925373134328358,2131.0,67.0
Q Action Penalty,9,9,10.0,0.004098360655737705,2375.0,244.0
Q Action Penalty,9,10,11.0,0.006666666666666667,2525.0,150.0
Q Action Penalty,9,11,12.0,0.013333333333333334,2600.0,75.0
Q Action Penalty,9,12,13.0,0.017241379310344827,2658.0,58.0
Q Action Penalty,9,13,14.0,0.02564102564102564,2697.0,39.0
Q Action Penalty,9,14,15.0,0.006097560975609756,2861.0,164.0
Q Action Penalty,9,15,16.0,0.011627906976744186,2947.0,86.0
Q Action Penalty,9,16,17.0,0.030303030303030304,2980.0,33.0
Q Action Penalty,9,17,18.0,0.025,3020.0,40.0
Q Action Penalty,9,18,19.0,0.00980392156862745,3122.0,102.0
Q Action Penalty,9,19,20.0,0.023255813953488372,3165.0,43.0
Q Action Penalty,9,20,21.0,0.014285714285714285,3235.0,70.0
Q Action Penalty,9,21,22.0,0.011363636363636364,3323.0,88.0
Q Action Penalty,9,22,23.0,0.02040816326530612,3372.0,49.0
Q Action Penalty,9,23,24.0,0.01639344262295082,3433.0,61.0
Q Action Penalty,9,24,25.0,0.005291005291005291,3622.0,189.0
Q Action Penalty,9,25,26.0,0.0196078431372549,3673.0,51.0
Q Action Penalty,9,26,27.0,0.010638297872340425,3767.0,94.0
Q Action Penalty,9,27,28.0,0.016666666666666666,3827.0,60.0
Q Action Penalty,9,28,29.0,0.010416666666666666,3923.0,96.0
Q Action Penalty,9,29,30.0,0.016129032258064516,3985.0,62.0
Q Action Penalty,9,30,31.0,0.023809523809523808,4027.0,42.0
Q Action Penalty,9,31,32.0,0.034482758620689655,4056.0,29.0
Q Action Penalty,9,32,33.0,0.01639344262295082,4117.0,61.0
Q Action Penalty,9,33,34.0,0.034482758620689655,4146.0,29.0
Q Action Penalty,9,34,35.0,0.023255813953488372,4189.0,43.0
Q Action Penalty,9,35,36.0,0.01282051282051282,4267.0,78.0
Q Action Penalty,9,36,37.0,0.027777777777777776,4303.0,36.0
Q Action Penalty,9,37,38.0,0.021739130434782608,4349.0,46.0
Q Action Penalty,9,38,39.0,0.010416666666666666,4445.0,96.0
Q Action Penalty,9,39,40.0,0.024390243902439025,4486.0,41.0
Q Action Penalty,9,40,41.0,0.019230769230769232,4538.0,52.0
Q Action Penalty,9,41,42.0,0.014084507042253521,4609.0,71.0
Q Action Penalty,9,42,43.0,0.018867924528301886,4662.0,53.0
Q Action Penalty,9,43,44.0,0.025,4702.0,40.0
Q Action Penalty,9,44,45.0,0.030303030303030304,4735.0,33.0
Q Action Penalty,9,45,46.0,0.0196078431372549,4786.0,51.0
Q Action Penalty,9,46,47.0,0.023255813953488372,4829.0,43.0
Q Action Penalty,9,47,48.0,0.015873015873015872,4892.0,63.0
Q Action Penalty,9,48,49.0,0.03571428571428571,4920.0,28.0
Q Action Penalty,9,49,50.0,0.037037037037037035,4947.0,27.0
Q Action Penalty,9,50,51.0,0.03225806451612903,4978.0,31.0
Q Action Penalty,9,51,52.0,0.02564102564102564,5017.0,39.0
Q Action Penalty,9,52,53.0,0.03125,5049.0,32.0
Q Action Penalty,9,53,54.0,0.023809523809523808,5091.0,42.0
Q Action Penalty,9,54,55.0,0.03333333333333333,5121.0,30.0
Q Action Penalty,9,55,56.0,0.03571428571428571,5149.0,28.0
Q Action Penalty,9,56,57.0,0.018518518518518517,5203.0,54.0
Q Action Penalty,9,57,58.0,0.04,5228.0,25.0
Q Action Penalty,9,58,59.0,0.03333333333333333,5258.0,30.0
Q Action Penalty,9,59,60.0,0.038461538461538464,5284.0,26.0
Q Action Penalty,9,60,61.0,0.037037037037037035,5311.0,27.0
Q Action Penalty,9,61,62.0,0.034482758620689655,5340.0,29.0
Q Action Penalty,9,62,63.0,0.045454545454545456,5362.0,22.0
Q Action Penalty,9,63,64.0,0.03125,5394.0,32.0
Q Action Penalty,9,64,65.0,0.037037037037037035,5421.0,27.0
Q Action Penalty,9,65,66.0,0.038461538461538464,5447.0,26.0
Q Action Penalty,9,66,67.0,0.02040816326530612,5496.0,49.0
Q Action Penalty,9,67,68.0,0.04,5521.0,25.0
Q Action Penalty,9,68,69.0,0.03125,5553.0,32.0
Q Action Penalty,9,69,70.0,0.04,5578.0,25.0
Q Action Penalty,9,70,71.0,0.045454545454545456,5600.0,22.0
Q Action Penalty,9,71,72.0,0.027777777777777776,5636.0,36.0
Q Action Penalty,9,72,73.0,0.041666666666666664,5660.0,24.0
Q Action Penalty,9,73,74.0,0.041666666666666664,5684.0,24.0
Q Action Penalty,9,74,75.0,0.047619047619047616,5705.0,21.0
Q Action Penalty,9,75,76.0,0.043478260869565216,5728.0,23.0
Q Action Penalty,9,76,77.0,0.05,5748.0,20.0
Q Action Penalty,9,77,78.0,0.03125,5780.0,32.0
Q Action Penalty,9,78,79.0,0.05,5800.0,20.0
Q Action Penalty,9,79,80.0,0.03571428571428571,5828.0,28.0
Q Action Penalty,9,80,81.0,0.043478260869565216,5851.0,23.0
Q Action Penalty,9,81,82.0,0.03571428571428571,5879.0,28.0
Q Action Penalty,9,82,83.0,0.043478260869565216,5902.0,23.0
Q Action Penalty,9,83,84.0,0.05,5922.0,20.0
Q Action Penalty,9,84,85.0,0.04,5947.0,25.0
Q Action Penalty,9,85,86.0,0.047619047619047616,5968.0,21.0
Q Action Penalty,9,86,87.0,0.041666666666666664,5992.0,24.0
Q Action Penalty,9,87,88.0,0.047619047619047616,6013.0,21.0
Q Action Penalty,9,88,89.0,0.041666666666666664,6037.0,24.0
Q Action Penalty,9,89,90.0,0.041666666666666664,6061.0,24.0
Q Action Penalty,9,90,91.0,0.043478260869565216,6084.0,23.0
Q Action Penalty,9,91,92.0,0.043478260869565216,6107.0,23.0
Q Action Penalty,9,92,93.0,0.047619047619047616,6128.0,21.0
Q Action Penalty,9,93,94.0,0.045454545454545456,6150.0,22.0
Q Action Penalty,9,94,95.0,0.045454545454545456,6172.0,22.0
Q Action Penalty,9,95,96.0,0.03225806451612903,6203.0,31.0
Q Action Penalty,9,96,97.0,0.038461538461538464,6229.0,26.0
Q Action Penalty,9,97,98.0,0.05,6249.0,20.0
Q Action Penalty,9,98,99.0,0.041666666666666664,6273.0,24.0
Q Action Penalty,9,99,100.0,0.047619047619047616,6294.0,21.0
Q Goal Reward 1 init,0,0,1.0,0.001869158878504673,535.0,535.0
Q Goal Reward 1 init,0,1,2.0,0.001644736842105263,1143.0,608.0
Q Goal Reward 1 init,0,2,3.0,0.006666666666666667,1293.0,150.0
Q Goal Reward 1 init,0,3,4.0,0.004464285714285714,1517.0,224.0
Q Goal Reward 1 init,0,4,5.0,0.004464285714285714,1741.0,224.0
Q Goal Reward 1 init,0,5,6.0,0.0035460992907801418,2023.0,282.0
Q Goal Reward 1 init,0,6,7.0,0.0031446540880503146,2341.0,318.0
Q Goal Reward 1 init,0,7,8.0,0.005,2541.0,200.0
Q Goal Reward 1 init,0,8,9.0,0.00819672131147541,2663.0,122.0
Q Goal Reward 1 init,0,9,10.0,0.010309278350515464,2760.0,97.0
Q Goal Reward 1 init,0,10,11.0,0.008,2885.0,125.0
Q Goal Reward 1 init,0,11,12.0,0.013157894736842105,2961.0,76.0
Q Goal Reward 1 init,0,12,13.0,0.011627906976744186,3047.0,86.0
Q Goal Reward 1 init,0,13,14.0,0.007462686567164179,3181.0,134.0
Q Goal Reward 1 init,0,14,15.0,0.012987012987012988,3258.0,77.0
Q Goal Reward 1 init,0,15,16.0,0.00980392156862745,3360.0,102.0
Q Goal Reward 1 init,0,16,17.0,0.01639344262295082,3421.0,61.0
Q Goal Reward 1 init,0,17,18.0,0.02702702702702703,3458.0,37.0
Q Goal Reward 1 init,0,18,19.0,0.02631578947368421,3496.0,38.0
Q Goal Reward 1 init,0,19,20.0,0.007936507936507936,3622.0,126.0
Q Goal Reward 1 init,0,20,21.0,0.011904761904761904,3706.0,84.0
Q Goal Reward 1 init,0,21,22.0,0.008928571428571428,3818.0,112.0
Q Goal Reward 1 init,0,22,23.0,0.02040816326530612,3867.0,49.0
Q Goal Reward 1 init,0,23,24.0,0.014925373134328358,3934.0,67.0
Q Goal Reward 1 init,0,24,25.0,0.008620689655172414,4050.0,116.0
Q Goal Reward 1 init,0,25,26.0,0.021739130434782608,4096.0,46.0
Q Goal Reward 1 init,0,26,27.0,0.013513513513513514,4170.0,74.0
Q Goal Reward 1 init,0,27,28.0,0.016129032258064516,4232.0,62.0
Q Goal Reward 1 init,0,28,29.0,0.024390243902439025,4273.0,41.0
Q Goal Reward 1 init,0,29,30.0,0.038461538461538464,4299.0,26.0
Q Goal Reward 1 init,0,30,31.0,0.02,4349.0,50.0
Q Goal Reward 1 init,0,31,32.0,0.018867924528301886,4402.0,53.0
Q Goal Reward 1 init,0,32,33.0,0.021739130434782608,4448.0,46.0
Q Goal Reward 1 init,0,33,34.0,0.013157894736842105,4524.0,76.0
Q Goal Reward 1 init,0,34,35.0,0.014084507042253521,4595.0,71.0
Q Goal Reward 1 init,0,35,36.0,0.03125,4627.0,32.0
Q Goal Reward 1 init,0,36,37.0,0.023255813953488372,4670.0,43.0
Q Goal Reward 1 init,0,37,38.0,0.02702702702702703,4707.0,37.0
Q Goal Reward 1 init,0,38,39.0,0.02,4757.0,50.0
Q Goal Reward 1 init,0,39,40.0,0.02127659574468085,4804.0,47.0
Q Goal Reward 1 init,0,40,41.0,0.02,4854.0,50.0
Q Goal Reward 1 init,0,41,42.0,0.0078125,4982.0,128.0
Q Goal Reward 1 init,0,42,43.0,0.02702702702702703,5019.0,37.0
Q Goal Reward 1 init,0,43,44.0,0.027777777777777776,5055.0,36.0
Q Goal Reward 1 init,0,44,45.0,0.034482758620689655,5084.0,29.0
Q Goal Reward 1 init,0,45,46.0,0.04,5109.0,25.0
Q Goal Reward 1 init,0,46,47.0,0.02857142857142857,5144.0,35.0
Q Goal Reward 1 init,0,47,48.0,0.016666666666666666,5204.0,60.0
Q Goal Reward 1 init,0,48,49.0,0.038461538461538464,5230.0,26.0
Q Goal Reward 1 init,0,49,50.0,0.030303030303030304,5263.0,33.0
Q Goal Reward 1 init,0,50,51.0,0.038461538461538464,5289.0,26.0
Q Goal Reward 1 init,0,51,52.0,0.038461538461538464,5315.0,26.0
Q Goal Reward 1 init,0,52,53.0,0.05,5335.0,20.0
Q Goal Reward 1 init,0,53,54.0,0.041666666666666664,5359.0,24.0
Q Goal Reward 1 init,0,54,55.0,0.041666666666666664,5383.0,24.0
Q Goal Reward 1 init,0,55,56.0,0.041666666666666664,5407.0,24.0
Q Goal Reward 1 init,0,56,57.0,0.041666666666666664,5431.0,24.0
Q Goal Reward 1 init,0,57,58.0,0.04,5456.0,25.0
Q Goal Reward 1 init,0,58,59.0,0.047619047619047616,5477.0,21.0
Q Goal Reward 1 init,0,59,60.0,0.05,5497.0,20.0
Q Goal Reward 1 init,0,60,61.0,0.03333333333333333,5527.0,30.0
Q Goal Reward 1 init,0,61,62.0,0.045454545454545456,5549.0,22.0
Q Goal Reward 1 init,0,62,63.0,0.041666666666666664,5573.0,24.0
Q Goal Reward 1 init,0,63,64.0,0.041666666666666664,5597.0,24.0
Q Goal Reward 1 init,0,64,65.0,0.045454545454545456,5619.0,22.0
Q Goal Reward 1 init,0,65,66.0,0.045454545454545456,5641.0,22.0
Q Goal Reward 1 init,0,66,67.0,0.05,5661.0,20.0
Q Goal Reward 1 init,0,67,68.0,0.041666666666666664,5685.0,24.0
Q Goal Reward 1 init,0,68,69.0,0.043478260869565216,5708.0,23.0
Q Goal Reward 1 init,0,69,70.0,0.045454545454545456,5730.0,22.0
Q Goal Reward 1 init,0,70,71.0,0.041666666666666664,5754.0,24.0
Q Goal Reward 1 init,0,71,72.0,0.04,5779.0,25.0
Q Goal Reward 1 init,0,72,73.0,0.041666666666666664,5803.0,24.0
Q Goal Reward 1 init,0,73,74.0,0.05,5823.0,20.0
Q Goal Reward 1 init,0,74,75.0,0.037037037037037035,5850.0,27.0
Q Goal Reward 1 init,0,75,76.0,0.047619047619047616,5871.0,21.0
Q Goal Reward 1 init,0,76,77.0,0.05,5891.0,20.0
Q Goal Reward 1 init,0,77,78.0,0.041666666666666664,5915.0,24.0
Q Goal Reward 1 init,0,78,79.0,0.05,5935.0,20.0
Q Goal Reward 1 init,0,79,80.0,0.03571428571428571,5963.0,28.0
Q Goal Reward 1 init,0,80,81.0,0.047619047619047616,5984.0,21.0
Q Goal Reward 1 init,0,81,82.0,0.045454545454545456,6006.0,22.0
Q Goal Reward 1 init,0,82,83.0,0.037037037037037035,6033.0,27.0
Q Goal Reward 1 init,0,83,84.0,0.043478260869565216,6056.0,23.0
Q Goal Reward 1 init,0,84,85.0,0.043478260869565216,6079.0,23.0
Q Goal Reward 1 init,0,85,86.0,0.038461538461538464,6105.0,26.0
Q Goal Reward 1 init,0,86,87.0,0.045454545454545456,6127.0,22.0
Q Goal Reward 1 init,0,87,88.0,0.045454545454545456,6149.0,22.0
Q Goal Reward 1 init,0,88,89.0,0.045454545454545456,6171.0,22.0
Q Goal Reward 1 init,0,89,90.0,0.038461538461538464,6197.0,26.0
Q Goal Reward 1 init,0,90,91.0,0.047619047619047616,6218.0,21.0
Q Goal Reward 1 init,0,91,92.0,0.037037037037037035,6245.0,27.0
Q Goal Reward 1 init,0,92,93.0,0.043478260869565216,6268.0,23.0
Q Goal Reward 1 init,0,93,94.0,0.05,6288.0,20.0
Q Goal Reward 1 init,0,94,95.0,0.041666666666666664,6312.0,24.0
Q Goal Reward 1 init,0,95,96.0,0.045454545454545456,6334.0,22.0
Q Goal Reward 1 init,0,96,97.0,0.05,6354.0,20.0
Q Goal Reward 1 init,0,97,98.0,0.04,6379.0,25.0
Q Goal Reward 1 init,0,98,99.0,0.030303030303030304,6412.0,33.0
Q Goal Reward 1 init,0,99,100.0,0.041666666666666664,6436.0,24.0
Q Goal Reward 1 init,1,0,1.0,0.002398081534772182,417.0,417.0
Q Goal Reward 1 init,1,1,2.0,0.0025380710659898475,811.0,394.0
Q Goal Reward 1 init,1,2,3.0,0.002079002079002079,1292.0,481.0
Q Goal Reward 1 init,1,3,4.0,0.005,1492.0,200.0
Q Goal Reward 1 init,1,4,5.0,0.006802721088435374,1639.0,147.0
Q Goal Reward 1 init,1,5,6.0,0.007462686567164179,1773.0,134.0
Q Goal Reward 1 init,1,6,7.0,0.003663003663003663,2046.0,273.0
Q Goal Reward 1 init,1,7,8.0,0.006993006993006993,2189.0,143.0
Q Goal Reward 1 init,1,8,9.0,0.019230769230769232,2241.0,52.0
Q Goal Reward 1 init,1,9,10.0,0.012658227848101266,2320.0,79.0
Q Goal Reward 1 init,1,10,11.0,0.0125,2400.0,80.0
Q Goal Reward 1 init,1,11,12.0,0.006622516556291391,2551.0,151.0
Q Goal Reward 1 init,1,12,13.0,0.018867924528301886,2604.0,53.0
Q Goal Reward 1 init,1,13,14.0,0.019230769230769232,2656.0,52.0
Q Goal Reward 1 init,1,14,15.0,0.0044444444444444444,2881.0,225.0
Q Goal Reward 1 init,1,15,16.0,0.009433962264150943,2987.0,106.0
Q Goal Reward 1 init,1,16,17.0,0.006578947368421052,3139.0,152.0
Q Goal Reward 1 init,1,17,18.0,0.023809523809523808,3181.0,42.0
Q Goal Reward 1 init,1,18,19.0,0.0125,3261.0,80.0
Q Goal Reward 1 init,1,19,20.0,0.008771929824561403,3375.0,114.0
Q Goal Reward 1 init,1,20,21.0,0.009174311926605505,3484.0,109.0
Q Goal Reward 1 init,1,21,22.0,0.008771929824561403,3598.0,114.0
Q Goal Reward 1 init,1,22,23.0,0.016129032258064516,3660.0,62.0
Q Goal Reward 1 init,1,23,24.0,0.027777777777777776,3696.0,36.0
Q Goal Reward 1 init,1,24,25.0,0.014492753623188406,3765.0,69.0
Q Goal Reward 1 init,1,25,26.0,0.015384615384615385,3830.0,65.0
Q Goal Reward 1 init,1,26,27.0,0.02564102564102564,3869.0,39.0
Q Goal Reward 1 init,1,27,28.0,0.011904761904761904,3953.0,84.0
Q Goal Reward 1 init,1,28,29.0,0.02857142857142857,3988.0,35.0
Q Goal Reward 1 init,1,29,30.0,0.02631578947368421,4026.0,38.0
Q Goal Reward 1 init,1,30,31.0,0.015151515151515152,4092.0,66.0
Q Goal Reward 1 init,1,31,32.0,0.029411764705882353,4126.0,34.0
Q Goal Reward 1 init,1,32,33.0,0.010101010101010102,4225.0,99.0
Q Goal Reward 1 init,1,33,34.0,0.011111111111111112,4315.0,90.0
Q Goal Reward 1 init,1,34,35.0,0.02564102564102564,4354.0,39.0
Q Goal Reward 1 init,1,35,36.0,0.015384615384615385,4419.0,65.0
Q Goal Reward 1 init,1,36,37.0,0.015873015873015872,4482.0,63.0
Q Goal Reward 1 init,1,37,38.0,0.022222222222222223,4527.0,45.0
Q Goal Reward 1 init,1,38,39.0,0.016129032258064516,4589.0,62.0
Q Goal Reward 1 init,1,39,40.0,0.034482758620689655,4618.0,29.0
Q Goal Reward 1 init,1,40,41.0,0.022222222222222223,4663.0,45.0
Q Goal Reward 1 init,1,41,42.0,0.023255813953488372,4706.0,43.0
Q Goal Reward 1 init,1,42,43.0,0.022222222222222223,4751.0,45.0
Q Goal Reward 1 init,1,43,44.0,0.030303030303030304,4784.0,33.0
Q Goal Reward 1 init,1,44,45.0,0.03225806451612903,4815.0,31.0
Q Goal Reward 1 init,1,45,46.0,0.02631578947368421,4853.0,38.0
Q Goal Reward 1 init,1,46,47.0,0.02702702702702703,4890.0,37.0
Q Goal Reward 1 init,1,47,48.0,0.024390243902439025,4931.0,41.0
Q Goal Reward 1 init,1,48,49.0,0.02631578947368421,4969.0,38.0
Q Goal Reward 1 init,1,49,50.0,0.025,5009.0,40.0
Q Goal Reward 1 init,1,50,51.0,0.015384615384615385,5074.0,65.0
Q Goal Reward 1 init,1,51,52.0,0.045454545454545456,5096.0,22.0
Q Goal Reward 1 init,1,52,53.0,0.03225806451612903,5127.0,31.0
Q Goal Reward 1 init,1,53,54.0,0.041666666666666664,5151.0,24.0
Q Goal Reward 1 init,1,54,55.0,0.027777777777777776,5187.0,36.0
Q Goal Reward 1 init,1,55,56.0,0.029411764705882353,5221.0,34.0
Q Goal Reward 1 init,1,56,57.0,0.037037037037037035,5248.0,27.0
Q Goal Reward 1 init,1,57,58.0,0.034482758620689655,5277.0,29.0
Q Goal Reward 1 init,1,58,59.0,0.023809523809523808,5319.0,42.0
Q Goal Reward 1 init,1,59,60.0,0.038461538461538464,5345.0,26.0
Q Goal Reward 1 init,1,60,61.0,0.04,5370.0,25.0
Q Goal Reward 1 init,1,61,62.0,0.04,5395.0,25.0
Q Goal Reward 1 init,1,62,63.0,0.041666666666666664,5419.0,24.0
Q Goal Reward 1 init,1,63,64.0,0.02702702702702703,5456.0,37.0
Q Goal Reward 1 init,1,64,65.0,0.047619047619047616,5477.0,21.0
Q Goal Reward 1 init,1,65,66.0,0.05,5497.0,20.0
Q Goal Reward 1 init,1,66,67.0,0.038461538461538464,5523.0,26.0
Q Goal Reward 1 init,1,67,68.0,0.038461538461538464,5549.0,26.0
Q Goal Reward 1 init,1,68,69.0,0.04,5574.0,25.0
Q Goal Reward 1 init,1,69,70.0,0.04,5599.0,25.0
Q Goal Reward 1 init,1,70,71.0,0.038461538461538464,5625.0,26.0
Q Goal Reward 1 init,1,71,72.0,0.04,5650.0,25.0
Q Goal Reward 1 init,1,72,73.0,0.045454545454545456,5672.0,22.0
Q Goal Reward 1 init,1,73,74.0,0.041666666666666664,5696.0,24.0
Q Goal Reward 1 init,1,74,75.0,0.05,5716.0,20.0
Q Goal Reward 1 init,1,75,76.0,0.038461538461538464,5742.0,26.0
Q Goal Reward 1 init,1,76,77.0,0.037037037037037035,5769.0,27.0
Q Goal Reward 1 init,1,77,78.0,0.045454545454545456,5791.0,22.0
Q Goal Reward 1 init,1,78,79.0,0.047619047619047616,5812.0,21.0
Q Goal Reward 1 init,1,79,80.0,0.038461538461538464,5838.0,26.0
Q Goal Reward 1 init,1,80,81.0,0.05,5858.0,20.0
Q Goal Reward 1 init,1,81,82.0,0.041666666666666664,5882.0,24.0
Q Goal Reward 1 init,1,82,83.0,0.038461538461538464,5908.0,26.0
Q Goal Reward 1 init,1,83,84.0,0.045454545454545456,5930.0,22.0
Q Goal Reward 1 init,1,84,85.0,0.047619047619047616,5951.0,21.0
Q Goal Reward 1 init,1,85,86.0,0.045454545454545456,5973.0,22.0
Q Goal Reward 1 init,1,86,87.0,0.05,5993.0,20.0
Q Goal Reward 1 init,1,87,88.0,0.045454545454545456,6015.0,22.0
Q Goal Reward 1 init,1,88,89.0,0.05,6035.0,20.0
Q Goal Reward 1 init,1,89,90.0,0.038461538461538464,6061.0,26.0
Q Goal Reward 1 init,1,90,91.0,0.047619047619047616,6082.0,21.0
Q Goal Reward 1 init,1,91,92.0,0.045454545454545456,6104.0,22.0
Q Goal Reward 1 init,1,92,93.0,0.05,6124.0,20.0
Q Goal Reward 1 init,1,93,94.0,0.045454545454545456,6146.0,22.0
Q Goal Reward 1 init,1,94,95.0,0.05,6166.0,20.0
Q Goal Reward 1 init,1,95,96.0,0.041666666666666664,6190.0,24.0
